task,id,label
0,834.png,1 35471 35473 20750 56224 3324 59549 5988
0,835.png,1 24455 24457 5635 30093 255 30349 14349 44699 255 44955 20582
0,836.png,1 31371 31373 5373 36747 1535 38283 27254
0,837.png,1 23173 23175 1535 24711 28941 53653 11884
0,838.png,1 17815 17817 1281 19099 511 19611 45926
0,839.png,1 22927 22930 512 23443 42094
0,84.png,1 46977 46979 14082 61062 4475
0,840.png,1 19862 19864 1024 20889 255 21145 1023 22169 255 22425 43112
0,841.png,1 21132 21134 44403
0,842.png,1 25226 25228 256 25485 1791 27277 767 28045 37492
0,843.png,1 51063 51066 255 51322 14215
0,844.png,1 6767 6769 58768
0,845.png,1 31875 31877 2301 34179 4095 38275 255 38531 27006
0,846.png,1 21640 21642 29709 51352 14185
0,847.png,1 19087 19089 512 19602 255 19858 45679
0,848.png,1 23437 23439 27657 51097 14440
0,849.png,1 25995 25997 11023 37021 28516
0,85.png,1 38261 38263 255 38519 255 38775 255 39031 26506
0,850.png,1 18078 18080 47457
0,851.png,1 9098 9100 255 9356 56181
0,852.png,1 31867 31869 3327 35197 511 35709 255 35965 1023 36989 5376 42366 23171
0,853.png,1 19116 19118 46419
0,854.png,1 10117 10119 15120 25240 40297
0,855.png,1 14480 14482 41488 55971 255 56227 9310
0,856.png,1 22405 22407 43130
0,857.png,1 27531 27533 255 27789 511 28301 255 28557 36980
0,858.png,1 27786 27788 512 28301 255 28557 255 28813 255 29069 28168 57238 511 57750 255 58006 255 58262 255 58518 255 58774 6763
0,859.png,1 12440 12442 255 12698 511 13210 52327
0,86.png,1 62324 62326 3211
0,860.png,1 56474 56476 9061
0,861.png,1 35995 35997 29540
0,862.png,1 24966 24968 255 25224 256 25481 40056
0,863.png,1 24201 24203 41334
0,864.png,1 22669 22671 256 22928 255 23184 42353
0,865.png,1 8328 8330 2049 10380 55157
0,866.png,1 12911 12913 52624
0,867.png,1 18588 18590 12558 31149 34388
0,868.png,1 51356 51358 14179
0,869.png,1 21136 21138 44399
0,87.png,1 24971 24973 40564
0,870.png,1 31885 31887 6138 38026 27511
0,871.png,1 21137 21139 2305 23445 255 23701 12315 36017 15599 51617 2047 53665 11872
0,872.png,1 25486 25488 2560 28049 255 28305 1279 29585 35952
0,873.png,1 27265 27267 38270
0,874.png,1 17043 17045 48492
0,875.png,1 34163 34165 255 34421 1024 35446 256 35703 29834
0,876.png,1 24158 24160 41377
0,877.png,1 24714 24717 255 24973 40564
0,878.png,1 32675 32677 255 32933 255 33189 255 33445 32092
0,879.png,1 19615 19617 34057 53675 2047 55723 9814
0,88.png,1 15006 15008 34572 49581 5628 55210 10327
0,880.png,1 21389 21391 2561 23953 41584
0,881.png,1 31877 31879 6140 38020 27517
0,882.png,1 10377 10379 255 10635 255 10891 256 11148 255 11404 1791 13196 1791 14988 50549
0,883.png,1 47519 47521 512 48034 17503
0,884.png,1 19608 19610 255 19867 45670
0,885.png,1 18584 18586 46951
0,886.png,1 22662 22664 31760 54425 255 54681 10856
0,887.png,1 22925 22927 255 23184 42353
0,888.png,1 2935 2937 255 3193 62344
0,889.png,1 29839 29841 255 30097 35440
0,89.png,1 51326 51328 14209
0,890.png,1 21136 21138 30219 51358 14179
0,891.png,1 24975 24977 255 25233 4865 30099 14605 44705 8959 53665 1023 54689 10848
0,892.png,1 17815 17817 2305 20123 45414
0,893.png,1 29099 29101 36436
0,894.png,1 31892 31894 33643
0,895.png,1 20364 20366 255 20622 44915
0,896.png,1 16035 16037 3327 19365 33802 53168 12369
0,897.png,1 23689 23691 41846
0,898.png,1 24971 24973 2048 27022 256 27279 13335 40615 511 41127 255 41383 511 41895 255 42151 18927 61079 4458
0,899.png,1 61297 61299 4238
0,9.png,1 19867 19869 255 20125 45412
0,90.png,1 25235 25237 40300
0,900.png,1 18050 18052 256 18309 255 18565 1534 20100 511 20612 820 21433 9466 30900 34637
0,901.png,1 21905 21907 1279 23187 255 23443 42094
0,902.png,1 17267 17269 45060 62330 3207
0,903.png,1 7041 7043 58494
0,904.png,1 49321 49323 257 49581 15956
0,905.png,1 17053 17055 48482
0,906.png,1 35716 35718 25838 61557 3980
0,907.png,1 17043 17045 4867 21913 255 22169 43368
0,908.png,1 18851 18853 767 19621 45916
0,909.png,1 31629 31631 33906
0,91.png,1 40593 40595 14330 54926 10611
0,910.png,1 25746 25748 35811 61560 511 62072 3465
0,911.png,1 19601 19603 45934
0,912.png,1 57489 57491 8046
0,913.png,1 58257 58259 255 58515 7022
0,914.png,1 25229 25231 4353 29585 255 29841 255 30097 35440
0,915.png,1 22921 22923 255 23179 42358
0,916.png,1 31365 31367 6139 37507 255 37763 27774
0,917.png,1 29855 29857 1023 30881 3073 33955 31582
0,918.png,1 22403 22405 255 22661 42876
0,919.png,1 8840 8842 1280 10123 255 10379 55158
0,92.png,1 49577 49579 15958
0,920.png,1 17823 17825 255 18081 768 18850 255 19106 46431
0,921.png,1 6541 6543 768 7312 58225
0,922.png,1 11907 11909 19733 31643 33894
0,923.png,1 18839 18841 255 19097 255 19353 46184
0,924.png,1 23687 23689 41848
0,925.png,1 21127 21129 3841 24971 40566
0,926.png,1 20877 20879 511 21391 44146
0,927.png,1 26222 26224 34832 61058 4479
0,928.png,1 31633 31635 33902
0,929.png,1 27277 27279 255 27535 255 27791 255 28047 37490
0,93.png,1 24711 24713 5122 29837 32237 62075 3462
0,930.png,1 15973 15975 49562
0,931.png,1 56222 56224 2560 58785 6752
0,932.png,1 23175 23177 255 23433 255 23689 41848
0,933.png,1 17055 17057 255 17313 15910 33224 32313
0,934.png,1 22635 22637 255 22893 511 23405 3327 26733 255 26989 38548
0,935.png,1 17045 17047 255 17303 255 17559 256 17816 47721
0,936.png,1 9857 9859 55678
0,937.png,1 23949 23951 255 24207 1536 25744 255 26000 39537
0,938.png,1 22919 22921 255 23177 42360
0,939.png,1 22925 22927 255 23184 255 23440 5139 28580 768 29349 29425 58775 6762
0,94.png,1 20622 20624 768 21393 44144
0,940.png,1 8846 8848 511 9360 1280 10641 511 11153 255 11409 255 11665 255 11921 53616
0,941.png,1 24971 24973 14093 39067 26470
0,942.png,1 21654 21656 43881
0,943.png,1 24223 24225 255 24481 41056
0,944.png,1 50337 50339 15198
0,945.png,1 19862 19864 255 20120 45417
0,946.png,1 55441 55443 255 55699 9838
0,947.png,1 30633 30635 12532 43168 7420 50589 14948
0,948.png,1 4215 4217 32777 36995 4094 41090 255 41346 24191
0,949.png,1 42654 42656 255 42912 255 43168 1790 44959 20578
0,95.png,1 6034 6036 512 6549 255 6805 4353 11159 3325 14485 51052
0,950.png,1 20620 20622 2304 22927 255 23183 26125 49309 1 49311 16226
0,951.png,1 49813 49815 15722
0,952.png,1 60521 60523 5014
0,953.png,1 15225 15227 50310
0,954.png,1 15005 15007 767 15775 255 16031 49506
0,955.png,1 17571 17573 6910 24484 768 25253 40284
0,956.png,1 21136 21138 768 21907 1791 23699 41838
0,957.png,1 27242 27244 38293
0,958.png,1 32914 32916 19961 52878 12659
0,959.png,1 26757 26759 255 27015 255 27271 38266
0,96.png,1 20621 20624 17932 38557 5634 44192 4352 48545 16992
0,960.png,1 6285 6288 255 6544 255 6800 256 7057 58480
0,961.png,1 20377 20379 45158
0,962.png,1 9341 9343 29960 39304 26233
0,963.png,1 16021 16023 1537 17561 256 17818 255 18074 512 18587 511 19099 255 19355 255 19611 45926
0,964.png,1 50844 50846 14691
0,965.png,1 18326 18328 255 18584 512 19097 46440
0,966.png,1 31871 31873 33664
0,967.png,1 31879 31881 18929 50811 14726
0,968.png,1 61053 61055 4482
0,969.png,1 53663 53665 11872
0,97.png,1 22917 22919 255 23175 2817 25993 39544
0,970.png,1 22182 22184 43353
0,971.png,1 14712 14714 13825 28540 36997
0,972.png,1 23186 23188 42349
0,973.png,1 49587 49589 15948
0,974.png,1 22402 22404 1280 23685 255 23941 41596
0,975.png,1 31877 31879 33658
0,976.png,1 19345 19347 255 19603 769 20373 1023 21397 7167 28565 19986 48552 1024 49577 15960
0,977.png,1 24698 24700 40837
0,978.png,1 60529 60531 5006
0,979.png,1 36779 36781 28756
0,98.png,1 20143 20145 45392
0,980.png,1 20354 20356 36873 57230 2303 59534 255 59790 5747
0,981.png,1 18341 18343 47194
0,982.png,1 61053 61055 1537 62593 2944
0,983.png,1 20622 20624 13332 33957 17143 51101 255 51357 255 51613 13924
0,984.png,1 17043 17045 1538 18584 46953
0,985.png,1 8322 8324 2049 10374 2560 12935 52602
0,986.png,1 8575 8577 23058 31636 33901
0,987.png,1 21391 21393 768 22162 255 22418 255 22674 512 23187 2815 26003 39534
0,988.png,1 33443 33445 17908 51354 255 51610 13927
0,989.png,1 34451 34453 769 35223 22526 57751 2302 60054 1023 61078 255 61334 1024 62359 3178
0,99.png,1 11145 11147 255 11403 256 11660 3072 14733 50804
0,990.png,1 23173 23175 6919 30095 35442
0,991.png,1 21917 21919 255 22175 511 22687 511 23199 42338
0,992.png,1 61561 61563 3974
0,993.png,1 18843 18845 255 19101 255 19357 46180
0,994.png,1 25709 25711 12873 38585 26952
0,995.png,1 51329 51331 256 51588 13949
0,996.png,1 8840 8842 9217 18060 47477
0,997.png,1 2431 2433 255 2689 4353 7043 58494
0,998.png,1 4733 4735 26897 31633 33904
0,999.png,1 63377 63379 2158
